Product name,description,SKU code,Regular Price,Sale Price,Stock quantity,weight,height,Related product,Short description,parameters,parameter price,Image URL,Meta title SEO,Meta Keyword,Meta Description,Categories,Date
Water Soluble Colour Powder 30ml / 30cc,"<p><strong><span style=""font-size:14px;"">Water Soluble Colour Powder 30ml / 30cc</span></strong></p><p> </p><p><span style=""font-size:14px;"">Water based colour powders are used for colouring sugar.<br />For easy use, sieve the colour before applying.<br /><em>Note: Colours do not appear as vibrant in the packaging and will change once mixed and used.</em></span></p><p> </p><p><strong><span style=""font-size:14px;"">Available in:</span></strong></p><ul><li><strong><span style=""font-size:14px;"">Blue</span></strong></li><li><strong><span style=""font-size:14px;"">Natural Green</span></strong></li><li><strong><span style=""font-size:14px;"">Toffy / Caramel</span></strong></li><li><strong><span style=""font-size:14px;"">Yellow</span></strong></li><li><strong><span style=""font-size:14px;"">Red</span></strong></li></ul><p> </p><p> </p>",,27.9,0,0,0.06,0," Luster Powder 2g (Metallic), Metallic Colour Powder 30ml / 30cc, Oil Based Colour Powders 100ml / 100cc, Oil Based Colour Powder 5g / 5cc",Water based colour powders are used for colouring sugar.,Blue,27.9, http://www.savourschool.com.au/source/Product/247201404051635418060511233700.jpg,Water Soluble Colour Powder 30ml / 30cc,Water Soluble Colour Powder 30ml / 30cc,Water Soluble Colour Powder 30ml / 30cc," Decorating and Garnishing -> Colours & Glazes, Cake Decorating -> Colours & Garnishes",24/07/2014
Water Soluble Colour Powder 30ml / 30cc,"<p><strong><span style=""font-size:14px;"">Water Soluble Colour Powder 30ml / 30cc</span></strong></p><p> </p><p><span style=""font-size:14px;"">Water based colour powders are used for colouring sugar.<br />For easy use, sieve the colour before applying.<br /><em>Note: Colours do not appear as vibrant in the packaging and will change once mixed and used.</em></span></p><p> </p><p><strong><span style=""font-size:14px;"">Available in:</span></strong></p><ul><li><strong><span style=""font-size:14px;"">Blue</span></strong></li><li><strong><span style=""font-size:14px;"">Natural Green</span></strong></li><li><strong><span style=""font-size:14px;"">Toffy / Caramel</span></strong></li><li><strong><span style=""font-size:14px;"">Yellow</span></strong></li><li><strong><span style=""font-size:14px;"">Red</span></strong></li></ul><p> </p><p> </p>",,27.9,0,0,0.06,0," Luster Powder 2g (Metallic), Metallic Colour Powder 30ml / 30cc, Oil Based Colour Powders 100ml / 100cc, Oil Based Colour Powder 5g / 5cc",Water based colour powders are used for colouring sugar.,Natural Green,70.5, http://www.savourschool.com.au/source/Product/247201404051635418060511233700.jpg,Water Soluble Colour Powder 30ml / 30cc,Water Soluble Colour Powder 30ml / 30cc,Water Soluble Colour Powder 30ml / 30cc," Decorating and Garnishing -> Colours & Glazes, Cake Decorating -> Colours & Garnishes",24/07/2014
Water Soluble Colour Powder 30ml / 30cc,"<p><strong><span style=""font-size:14px;"">Water Soluble Colour Powder 30ml / 30cc</span></strong></p><p> </p><p><span style=""font-size:14px;"">Water based colour powders are used for colouring sugar.<br />For easy use, sieve the colour before applying.<br /><em>Note: Colours do not appear as vibrant in the packaging and will change once mixed and used.</em></span></p><p> </p><p><strong><span style=""font-size:14px;"">Available in:</span></strong></p><ul><li><strong><span style=""font-size:14px;"">Blue</span></strong></li><li><strong><span style=""font-size:14px;"">Natural Green</span></strong></li><li><strong><span style=""font-size:14px;"">Toffy / Caramel</span></strong></li><li><strong><span style=""font-size:14px;"">Yellow</span></strong></li><li><strong><span style=""font-size:14px;"">Red</span></strong></li></ul><p> </p><p> </p>",,27.9,0,0,0.06,0," Luster Powder 2g (Metallic), Metallic Colour Powder 30ml / 30cc, Oil Based Colour Powders 100ml / 100cc, Oil Based Colour Powder 5g / 5cc",Water based colour powders are used for colouring sugar.,Red,27.9, http://www.savourschool.com.au/source/Product/247201404051635418060511233700.jpg,Water Soluble Colour Powder 30ml / 30cc,Water Soluble Colour Powder 30ml / 30cc,Water Soluble Colour Powder 30ml / 30cc," Decorating and Garnishing -> Colours & Glazes, Cake Decorating -> Colours & Garnishes",24/07/2014
Water Soluble Colour Powder 30ml / 30cc,"<p><strong><span style=""font-size:14px;"">Water Soluble Colour Powder 30ml / 30cc</span></strong></p><p> </p><p><span style=""font-size:14px;"">Water based colour powders are used for colouring sugar.<br />For easy use, sieve the colour before applying.<br /><em>Note: Colours do not appear as vibrant in the packaging and will change once mixed and used.</em></span></p><p> </p><p><strong><span style=""font-size:14px;"">Available in:</span></strong></p><ul><li><strong><span style=""font-size:14px;"">Blue</span></strong></li><li><strong><span style=""font-size:14px;"">Natural Green</span></strong></li><li><strong><span style=""font-size:14px;"">Toffy / Caramel</span></strong></li><li><strong><span style=""font-size:14px;"">Yellow</span></strong></li><li><strong><span style=""font-size:14px;"">Red</span></strong></li></ul><p> </p><p> </p>",,27.9,0,0,0.06,0," Luster Powder 2g (Metallic), Metallic Colour Powder 30ml / 30cc, Oil Based Colour Powders 100ml / 100cc, Oil Based Colour Powder 5g / 5cc",Water based colour powders are used for colouring sugar.,Toffee,33.9, http://www.savourschool.com.au/source/Product/247201404051635418060511233700.jpg,Water Soluble Colour Powder 30ml / 30cc,Water Soluble Colour Powder 30ml / 30cc,Water Soluble Colour Powder 30ml / 30cc," Decorating and Garnishing -> Colours & Glazes, Cake Decorating -> Colours & Garnishes",24/07/2014
Water Soluble Colour Powder 30ml / 30cc,"<p><strong><span style=""font-size:14px;"">Water Soluble Colour Powder 30ml / 30cc</span></strong></p><p> </p><p><span style=""font-size:14px;"">Water based colour powders are used for colouring sugar.<br />For easy use, sieve the colour before applying.<br /><em>Note: Colours do not appear as vibrant in the packaging and will change once mixed and used.</em></span></p><p> </p><p><strong><span style=""font-size:14px;"">Available in:</span></strong></p><ul><li><strong><span style=""font-size:14px;"">Blue</span></strong></li><li><strong><span style=""font-size:14px;"">Natural Green</span></strong></li><li><strong><span style=""font-size:14px;"">Toffy / Caramel</span></strong></li><li><strong><span style=""font-size:14px;"">Yellow</span></strong></li><li><strong><span style=""font-size:14px;"">Red</span></strong></li></ul><p> </p><p> </p>",,27.9,0,0,0.06,0," Luster Powder 2g (Metallic), Metallic Colour Powder 30ml / 30cc, Oil Based Colour Powders 100ml / 100cc, Oil Based Colour Powder 5g / 5cc",Water based colour powders are used for colouring sugar.,Yellow,27.9, http://www.savourschool.com.au/source/Product/247201404051635418060511233700.jpg,Water Soluble Colour Powder 30ml / 30cc,Water Soluble Colour Powder 30ml / 30cc,Water Soluble Colour Powder 30ml / 30cc," Decorating and Garnishing -> Colours & Glazes, Cake Decorating -> Colours & Garnishes",24/07/2014
Sunflower Plunger Cutters,"<p style=""font-size: 12.22px;""> </p><p style=""font-size: 12.22px;""> </p><p>Sunflower plunger cutters can be used to create unique & wonderful designs for cake decorating in a variety of sizes.</p><p>Use as a cut out pieces or emboss directly on the cake. Use these plungers to make beautiful shapes simply by pressing down and releasing. </p><p>Contains 3 petals of sizes: 80mm, 65mm & 55mm x 50mm</p>",,5,0,132,0.08,0,,Sunflower plunger cutters can be used to create unique & wonderful designs for cake decorating.,,0," http://www.savourschool.com.au/source/Product/30720140582635423326828001043.jpg, http://www.savourschool.com.au/source/Product/307201403949635423315893938543.jpg",Sunflower Plunger Cutter,,Sunflower plunger cutters can be used to create unique & wonderful designs for cake decorating., AAAA DEACTIVATED,30/07/2014
Flower Blossom Plunger Cutters,"<p style=""font-size: 12.22px;""> </p><p> </p><p>Flower blossom plunger cutters can be used to create unique & wonderful designs for cake decorating in a variety of sizes.</p><p>Use as a cut out pieces or emboss directly on the cake. Use these plungers to make beautiful shapes simply by pressing down and releasing. </p><p>Contains 4 petal of sizes: 34mm x 66mm, 24mm, 21mm & 20mm x 45mm</p>",,4,0,70,0.08,0,,Flower blossom plunger cutters can be used to create unique & wonderful designs for cake decorating.,,0," http://www.savourschool.com.au/source/Product/1982014098635440361480667335.jpg, http://www.savourschool.com.au/source/Product/19820140919635440361596761085.jpg",Flower Blossom Plunger Cutter,,Flower blossom plunger cutters can be used to create unique & wonderful designs for cake decorating., AAAA DEACTIVATED,30/07/2014
Daisy Plunger Cutters,"<p style=""font-size: 12.22px;""> </p><p> </p><p>Daisy plunger cutters can be used to create unique & wonderful designs for cake decorating in a variety of sizes.</p><p>Use as a cut out pieces or emboss directly on the cake. Use these plungers to make beautiful shapes simply by pressing down and releasing. </p><p>Contains 4 daisies of sizes: 43mm, 35mm, 27mm & 21mm x 47mm</p>",,4,0,17,0.08,0,,Daisy plunger cutters can be used to create unique & wonderful designs for cake decorating.,,0," http://www.savourschool.com.au/source/Product/19820140736635440360560354835.jpg, http://www.savourschool.com.au/source/Product/19820140836635440361167854835.jpg",Daisy Plunger Cutters,,Daisy plunger cutters can be used to create unique & wonderful designs for cake decorating., AAAA DEACTIVATED,30/07/2014
FP1748 150 x 150mm Square Insert Flexipan® 6 indents FULL,"<h1 0px="""" border-radius:="""" new="""" style=""margin: 0px; padding: 0px; outline: none; list-style: none; border: 0px; border-radius: 0px !important;"" times=""""><span style=""margin: 0px; padding: 0px; outline: 0px; list-style: none; border: 0px; border-radius: 0px !important; font-family: tahoma, geneva, sans-serif;"">Discontinued Stock</span></h1><h2 0px="""" border-radius:="""" new="""" style=""margin: 0px; padding: 0px; outline: none; list-style: none; border: 0px; border-radius: 0px !important;"" times=""""><strike style=""margin: 0px; padding: 0px; outline: none; list-style: none; border: 0px; border-radius: 0px !important;""><span style=""margin: 0px; padding: 0px; outline: 0px; list-style: none; border: 0px; border-radius: 0px !important; font-family: tahoma, geneva, sans-serif;"">WAS $159</span></strike></h2><h2 0px="""" border-radius:="""" new="""" style=""margin: 0px; padding: 0px; outline: none; list-style: none; border: 0px; border-radius: 0px !important;"" times=""""><span style=""margin: 0px; padding: 0px; outline: 0px; list-style: none; border: 0px; border-radius: 0px !important; font-family: tahoma, geneva, sans-serif;"">NOW $119</span></h2><p style=""font-size: 11.9999990463257px;""> </p><h3 0px="""" border-radius:="""" new="""" style=""margin: 0px; padding: 0px; outline: none; list-style: none; border: 0px; border-radius: 0px !important;"" times=""""><span style=""margin: 0px; padding: 0px; outline: 0px; list-style: none; border: 0px; border-radius: 0px !important; color: rgb(0, 0, 205);""><span style=""margin: 0px; padding: 0px; outline: 0px; list-style: none; border: 0px; border-radius: 0px !important; font-family: tahoma, geneva, sans-serif;"">LIMITED STOCK</span></span></h3><h3 0px="""" border-radius:="""" new="""" style=""margin: 0px; padding: 0px; outline: none; list-style: none; border: 0px; border-radius: 0px !important;"" times=""""> </h3><p style=""font-size: 11.9999990463257px;""><span style=""font-size: 12px;"">Demarle® Flexipan® is a combination of food grade silicone and fiberglass. It is bake proof and non-stick for both baked goods and mousses. Can be used at temperatures ranging from -40ºC to +280ºC</span></p><p><strong>Reference: </strong>1748</p><p><strong>Square Inserts: </strong>150×150mm, Depth 15mm, Volume 300ml</p><p><strong>Indents:</strong> 6</p><p><strong>Dimensions: </strong>400×600mm </p><p><strong>Cleaning: </strong>Wash in a mild soapy water, rinse well and dry in a warm oven.</p>",,159,119,1,0.465,0,,Square Insert Flexipan® - 6 indents; reference 1748,,0," http://www.savourschool.com.au/source/Product/317201405425635423972657063543.jpg, http://www.savourschool.com.au/source/Product/317201405443635423972837688543.jpg",FP1748 150 x 150mm Square Insert Flexipan® 6 indents FULL,FP1748 150 x 150mm Square Insert Flexipan® 6 indents FULL,FP1748 150 x 150mm Square Insert Flexipan® 6 indents FULL, AAAA DEACTIVATED,31/07/2014
Blackcurrant Ravifruit Puree 1kg,"<p><strong style=""color: rgb(178, 34, 34);"">NOTE: DUE TO THE PUREE BEING FROZEN - WE CAN NOT SHIP THIS PRODUCT. PRODUCT MUST BE PURCHASED AND PICKED UP IN STORE ONLY.</strong></p><p>Blackcurrant is a berry grown on a shrub, the blackcurrant bush. Its leaves are as fragrant as its fruit, black with purple tints when they reach full maturity.  The blackcurrants in this product are sieved or finely chopped, without any notable concentration, with or without added sugar(s).</p><p><img alt="""" src=""/source/ckfinder/files/In-Store-Only(2).jpg"" style=""width: 290px; height: 50px;"" /></p>",,20,0,10000,1,0," Petit Gateaux, Verrines, Callebaut 811 Dark Couverture 54.5% - 2.5kg Callets","Blackcurrants are sieved or finely chopped, without any notable concentration, with or without added sugar(s).",,0, http://www.savourschool.com.au/source/Product/4420160237635953657878652288.jpg,Blackcurrant Ravifruit Puree 1kg - Savour Chocolate & Patissiere School,"ravifruit, frozen puree, boiron frozen puree, les vergers boiron, chocolate making supplies, cake decorating supplies, cake making supplies, chocolate moulds, cake supplies, chocolate moulds australia","Blackcurrants are sieved or finely chopped, without any notable concentration, with or without added sugar(s). A leader in frozen fruit and vegetable purees with many beautiful flavors to choose from at Savour Chocolate & Patisserie School.", In Store Only -> Ravifruit Frozen Puree,08/08/2014
